번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
AJ1101950,경영학전공,20140321,2008,경영정보시스템,2008,"Laudon, Kenneth C",피어슨에듀케이션코리아,658.4038 L372m10K김
AJ1107087,경영학전공,20120329,2010,Management information systems,2007,"Laudon, Kenneth C",Pearson,658.4038 L372m10
AJ1110155,e-비즈니스학전공,20141202,2014,경영정보시스템의 이해,2011,"Laudon, Kenneth C",피어슨에듀케이션코리아,658.4038 L372e9K백
AJ1105160,경영학전공,20140330,2010,경영정보시스템의 이해,2011,"Laudon, Kenneth C",피어슨에듀케이션코리아,658.4038 L372e9K백
AJ1103357,경영학전공,20131017,2009,경영정보시스템의 이해,2011,"Laudon, Kenneth C",피어슨에듀케이션코리아,658.4038 L372e9K백
AJ1103014,e-비즈니스학전공,20130917,2009,경영정보시스템의 이해,2011,"Laudon, Kenneth C",피어슨에듀케이션코리아,658.4038 L372e9K백
AJ1103807,경영학전공,20130409,2009,경영정보시스템의 이해,2011,"Laudon, Kenneth C",피어슨에듀케이션코리아,658.4038 L372e9K백
AJ1106375,경영학전공,20140528,2011,경영정보시스템의 이해,2007,"Laudon, Jane P",사이텍미디어,658.4038 L372e7K이
AJ1111037,경영학전공,20140417,2012,경영과학,2008,형성우,형설,658.4034 형54경
AJ1110634,경영학전공,20140305,2014,경영과학,2008,형성우,형설,658.4034 형54경
AJ1108484,경영학전공,20131209,2013,경영과학,2008,형성우,형설,658.4034 형54경
AJ1110155,e-비즈니스학전공,20140527,2014,계량경영학의 이해,2005,최성용,21세기법경사,658.4033 최54계3
AJ1110159,e-비즈니스학전공,20141119,2014,계량경영학의 이해,2005,최성용,21세기법경사,658.4033 최54계3
AJ1111024,경영학전공,20140401,2012,계량경영학,2009,김명호,大經,658.4033 김34계개2
AJ1102218,경영학전공,20130905,2008,계량경영학,2009,김명호,大經,658.4033 김34계개2
AJ1102507,경영학전공,20121127,2009,계량경영학,2007,김명호,大經,658.4033 김34계
AJ1111064,경영학전공,20140922,2014,(켈러의) 경영경제통계학,2009,"Keller, Gerald",THOMSON,658.4033 K29s8K이
AJ1108191,경영학전공,20131122,2011,(켈러의) 경영경제통계학,2009,"Keller, Gerald",THOMSON,658.4033 K29s8K이
AJ1102569,경영학전공,20130306,2009,(켈러의) 경영경제통계학,2009,"Keller, Gerald",THOMSON,658.4033 K29s8K이
AJ1105781,경영학전공,20110830,2011,(켈러의) 경영경제통계학,2009,"Keller, Gerald",THOMSON,658.4033 K29s8K이
AJ1110637,경영학전공,20141006,2014,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1111037,경영학전공,20140313,2012,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1110582,경영학전공,20141007,2014,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1105458,경영학전공,20131126,2010,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1103701,경영학전공,20121130,2009,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1102507,경영학전공,20121009,2009,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1102700,경영학전공,20120831,2009,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1105519,경영학전공,20110416,2009,(켈러의) 경영경제통계학,2006,"Keller, Gerald",톰슨코퍼레이션코리아,658.4033 K29s7K이
AJ1109897,e-비즈니스학전공,20141118,2014,(켈러의) 경영경제통계학,2012,"Keller, Gerald",센게이지러닝코리아,658.4033 K29k9K이
AJ1102218,경영학전공,20130905,2008,(켈러의) 경영경제통계학,2012,"Keller, Gerald",센게이지러닝코리아,658.4033 K29k9K이
AJ1111021,경영학전공,20140610,2012,경영과학,2013,"Hillier, Frederick S",McGraw-Hill Education Korea,658.4032 H654i9K김
AJ1110582,경영학전공,20140303,2014,경영과학,2013,"Hillier, Frederick S",McGraw-Hill Education Korea,658.4032 H654i9K김
AJ1103921,e-비즈니스학전공,20130903,2010,경영과학,2013,"Hillier, Frederick S",McGraw-Hill Education Korea,658.4032 H654i9K김
AJ1108028,경영학전공,20141017,2012,(최신) 경영과학,2004,박재흥,시그마프레스,658.403 박73경
AJ1109942,e-비즈니스학전공,20140610,2014,(최신) 경영과학,2004,박재흥,시그마프레스,658.403 박73경
AJ1102551,경영학전공,20140331,2009,(최신) 경영과학,2004,박재흥,시그마프레스,658.403 박73경
AJ1111037,경영학전공,20140509,2012,(최신) 경영과학,2004,박재흥,시그마프레스,658.403 박73경
AJ1105519,경영학전공,20110523,2009,(최신) 경영과학,2004,박재흥,시그마프레스,658.403 박73경
AJ1110642,경영학전공,20141118,2014,경영과학,2003,박순달,校友社,658.403 박56경
AJ1102551,경영학전공,20140313,2009,경영과학,2003,박순달,校友社,658.403 박56경
AJ1108028,경영학전공,20140918,2012,계량경영학,2005,남익현,博英社,658.403 남68계
AJ1107158,경영학전공,20120619,2010,계량경영학,2005,남익현,博英社,658.403 남68계
AJ1109634,경영학전공,20140521,2013,계량경영학,2005,김태호,청목,658.403 김883계중
AJ1103325,경영학전공,20140901,2009,계량경영학,2005,김태호,청목,658.403 김883계중
AJ1111037,경영학전공,20140509,2012,계량경영학,2005,김태호,청목,658.403 김883계중
AJ1102517,경영학전공,20110319,2009,계량경영학,2005,김태호,청목,658.403 김883계중
AJ1104104,경영학전공,20110316,2010,계량경영학,2005,김태호,청목,658.403 김883계중
AJ1103325,경영학전공,20140901,2009,(유비쿼터스) 경영과학,2005,김종수,博英社,658.403 김75경박
AJ1106565,e-비즈니스학전공,20140320,2011,(유비쿼터스) 경영과학,2005,김종수,博英社,658.403 김75경박
AJ1101564,경영학전공,20120418,2008,(유비쿼터스) 경영과학,2005,김종수,博英社,658.403 김75경박
AJ1110155,e-비즈니스학전공,20140612,2014,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1102569,경영학전공,20130306,2009,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1101661,경영학전공,20120924,2008,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1100296,경영학전공,20111215,2006,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1110517,경영학전공,20140303,2014,경영과학,2012,"Hillier, Frederick S",한경사,658.403 H654i4K홍
AJ1101843,경영학전공,20130930,2008,경영과학,2012,"Hillier, Frederick S",한경사,658.403 H654i4K홍
AJ1109659,경영학전공,20130904,2013,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1103358,경영학전공,20120926,2009,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1102557,경영학전공,20120406,2009,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1101564,경영학전공,20120315,2008,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1101804,e-비즈니스학전공,20140109,2008,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1100493,e-비즈니스학전공,20131031,2006,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1101307,e-비즈니스학전공,20130806,2007,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1110643,경영학전공,20140610,2014,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1103018,e-비즈니스학전공,20140303,2009,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1108671,e-비즈니스학전공,20140118,2013,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1102045,e-비즈니스학전공,20130307,2008,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1106528,경영학전공,20140321,2011,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1108412,경영학전공,20140204,2013,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1108613,경영학전공,20140416,2013,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1105879,e-비즈니스학전공,20140501,2011,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1109897,e-비즈니스학전공,20140528,2014,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102544,경영학전공,20130508,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1105881,e-비즈니스학전공,20130903,2011,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1103014,e-비즈니스학전공,20130923,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102796,경영학전공,20130718,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1108758,금융공학전공,20141129,2013,조직행동,2008,정동섭,三英社,658.4 조78정2
AJ1105789,경영학전공,20120613,2011,조직행동,2008,정동섭,三英社,658.4 조78정2
AJ1102224,경영학전공,20110609,2008,조직행동,2008,정동섭,三英社,658.4 조78정2
AJ1106530,경영학전공,20120612,2011,조직행동,2006,정동섭,三英社,658.4 조78정
AJ1101914,경영학전공,20110612,2008,조직행동,2006,정동섭,三英社,658.4 조78정
AJ1105245,금융공학전공,20140529,2011,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1108758,금융공학전공,20141014,2013,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1103325,경영학전공,20120608,2009,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1104979,경영학전공,20120314,2011,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1111037,경영학전공,20140605,2012,조직행동,2008,임창희,비앤엠북스,658.4 임82조4
AJ1104095,경영학전공,20140417,2010,조직행동,2008,임창희,비앤엠북스,658.4 임82조4
AJ1101706,경영학전공,20120420,2008,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1100014,경영학전공,20120614,2001,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1104979,경영학전공,20120410,2011,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1105159,경영학전공,20110620,2010,조직행동,1998,임창희,학현사,658.4 임82조
AJ1106383,경영학전공,20140521,2011,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1103325,경영학전공,20120511,2009,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1105789,경영학전공,20120613,2011,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1111037,경영학전공,20140417,2012,조직행위론,2008,신구범,형설,658.4 신16조수
AJ1106565,e-비즈니스학전공,20141214,2011,조직행위론,2008,신구범,형설,658.4 신16조수
AJ1108340,경영학전공,20140410,2013,조직행위론,2008,신구범,형설,658.4 신16조수
AJ1106580,경영학전공,20140423,2011,조직행위론,2005,신구범,형설,658.4 신16조
AJ1106529,경영학전공,20140418,2011,조직행위론,2005,신구범,형설,658.4 신16조
AJ1104556,경영학전공,20110606,2010,조직행위론,2005,신구범,형설,658.4 신16조
AJ1102144,경영학전공,20110414,2008,조직행위론,2005,신구범,형설,658.4 신16조
AJ1101549,e-비즈니스학전공,20110328,2008,조직행위론,2005,신구범,형설,658.4 신16조
AJ1102224,경영학전공,20110407,2008,조직행위론,2005,신구범,형설,658.4 신16조
AJ1108340,경영학전공,20140605,2013,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1104095,경영학전공,20140516,2010,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1106383,경영학전공,20140416,2011,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1102351,경영학전공,20130502,2008,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1101108,경영학전공,20110408,2007,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1107905,경영학전공,20130420,2012,조직행동론,2004,구본장,형설출판사,658.4 구45조
AJ1101273,경영학전공,20121005,2007,조직행동론,2004,구본장,형설출판사,658.4 구45조
AJ1104556,경영학전공,20120430,2010,조직행동론,2004,구본장,형설출판사,658.4 구45조
AJ1106056,e-비즈니스학전공,20120418,2011,Introduction to operations research,2010,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9i
AJ1108031,경영학전공,20141110,2012,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1107103,경영학전공,20130506,2010,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1108031,경영학전공,20130423,2012,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1102556,경영학전공,20130304,2009,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1107159,경영학전공,20120518,2010,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1102224,경영학전공,20110506,2008,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1106011,경영학전공,20120613,2011,Introduction to operations research,1995,"Hillier, Frederick S",McGraw-Hill,658.4 H654i7
AJ1107911,경영학전공,20120613,2012,Introduction to operations research,1995,"Hillier, Frederick S",McGraw-Hill,658.4 H654i7
AJ1107862,경영학전공,20120831,2010,Introduction to operations research,1995,"Hillier, Frederick S",McGraw-Hill,658.4 H654i7
AJ1108037,경영학전공,20120608,2012,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1101914,경영학전공,20110520,2008,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1100018,경영학전공,20110316,2002,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1108026,경영학전공,20130418,2012,Introduction to operations research,1967,"Hillier, Frederick S",Holden-Day,658.4 H654I
AJ1100230,경영학전공,20140509,2005,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1101652,경영학전공,20140128,2008,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100162,경영학전공,20131017,2005,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100247,경영학전공,20130313,2005,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1101804,e-비즈니스학전공,20140331,2008,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1102591,경영학전공,20150224,2009,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1104528,경영학전공,20140321,2010,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1103351,경영학전공,20140502,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1106582,경영학전공,20140327,2011,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1104434,경영학전공,20140303,2010,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1100162,경영학전공,20131017,2005,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1101652,경영학전공,20140128,2008,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1108187,경영학전공,20140110,2011,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1102487,경영학전공,20130410,2009,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1102663,경영학전공,20140702,2009,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1106111,경영학전공,20140501,2011,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1105135,e-비즈니스학전공,20140801,2010,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1101804,e-비즈니스학전공,20140319,2008,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2011,김세준,나비의 활주로,658.311 김54자2
AJ1102663,경영학전공,20140702,2009,(어디에 취업하고 싶으세요?) 직무분석 가이드,2011,김소연,에듀크라운,658.306 김55직
AJ1102487,경영학전공,20130410,2009,(어디에 취업하고 싶으세요?) 직무분석 가이드,2011,김소연,에듀크라운,658.306 김55직
AJ1104338,경영학전공,20121030,2010,(어디에 취업하고 싶으세요?) 직무분석 가이드,2011,김소연,에듀크라운,658.306 김55직
AJ1108684,금융공학전공,20140520,2013,조직행동론,2009,신형재,무역경영사,658.3 신94조
AJ1108686,금융공학전공,20140404,2013,조직행동론,2009,신형재,무역경영사,658.3 신94조
AJ1108686,금융공학전공,20140507,2013,조직행동연구,2011,백기복,창민사,658.3 백18조5
AJ1103358,경영학전공,20140507,2009,조직행동론,2011,"Robbins, Stephen P",피어슨에듀케이션코리아,658.3 R636o14K이
AJ1111018,경영학전공,20140416,2012,조직행동론,2011,"Robbins, Stephen P",피어슨에듀케이션코리아,658.3 R636o14K이
AJ1101661,경영학전공,20130624,2008,조직행동론,2011,"Robbins, Stephen P",피어슨에듀케이션코리아,658.3 R636o14K이
AJ1101040,경영학전공,20130616,2007,조직행동론,2011,"Robbins, Stephen P",피어슨에듀케이션코리아,658.3 R636o14K이
AJ1106440,경영학전공,20121206,2011,조직행동론,2011,"Robbins, Stephen P",피어슨에듀케이션코리아,658.3 R636o14K이
AJ1105783,경영학전공,20140520,2011,조직행동론,2005,"Robbins, Stephen P",피어슨에듀케이션코리아,658.3 R636o11K김
AJ1105470,e-비즈니스학전공,20140417,2011,조직행동론,2005,"Robbins, Stephen P",피어슨에듀케이션코리아,658.3 R636o11K김
AJ1101280,경영학전공,20110419,2007,조직행동론,2008,"Robbins, Stephen P",시그마프레스,658.3 R636e9K김
AJ1107116,경영학전공,20141030,2012,Understanding and managing organizational behavior,2012,"George, Jennifer M",Pearson Education,658.3 G348u6i
AJ1111034,경영학전공,20140303,2012,Understanding and managing organizational behavior,2012,"George, Jennifer M",Prentice Hall,658.3 G348u6
AJ1103358,경영학전공,20140507,2009,Understanding and managing organizational behavior,2008,"George, Jennifer M",Pearson Prentice Hall,658.3 G348u5
AJ1109610,경영학전공,20131214,2013,Understanding and managing organizational behavior,2008,"George, Jennifer M",Pearson Prentice Hall,658.3 G348u5
AJ1109490,경영학전공,20131118,2013,Understanding and managing organizational behavior,2008,"George, Jennifer M",Pearson Prentice Hall,658.3 G348u5
AJ1101652,경영학전공,20120616,2008,Understanding and managing organizational behavior,2008,"George, Jennifer M",Pearson Prentice Hall,658.3 G348u5
AJ1100018,경영학전공,20120608,2002,Understanding and managing organizational behavior,2008,"George, Jennifer M",Pearson Prentice Hall,658.3 G348u5
AJ1105937,e-비즈니스학전공,20140306,2011,Understanding and managing organizational behavior,2004,"George, Jennifer M",Prentice-Hall/Pearson,658.3 G348u4
AJ1109394,경영학전공,20131021,2013,Understanding and managing organizational behavior,1999,"George, Jennifer M",Prentice-Hall,658.3 G348u3
AJ1105558,경영학전공,20110310,2010,Understanding and managing organizational behavior,1999,"George, Jennifer M",Addison-Wesley Pub,658.3 G348u2
AJ1101305,경영학전공,20131126,2007,재무관리,2013,이영우,지혜의샘,658.15076 이64재3지
AJ1100124,경영학전공,20120522,2005,재무관리,2001,황선웅,大英社,658.15 황54재재
AJ1102601,경영학전공,20120529,2009,재무관리,2008,이해영,청람,658.15 이93재2
AJ1104200,경영학전공,20120406,2010,재무관리,2008,이해영,청람,658.15 이93재2
AJ1103965,e-비즈니스학전공,20140414,2010,재무관리,2011,송상엽,웅지,658.15 송52재
AJ1101262,경영학전공,20130924,2007,재무관리,2010,박정식,다산,658.15 박74재3
AJ1104553,금융공학전공,20121204,2010,재무관리,2008,김영규,博英社,658.15 김64재4연
AJ1101274,경영학전공,20130604,2007,재무관리,2011,김민환,파란,658.15 김38재7
AJ1102549,경영학전공,20141002,2009,(Ross의) 재무관리,2010,"Ross, Stephen A",한국맥그로힐,658.15 R826f9K박
AJ1101732,경영학전공,20131128,2008,(Ross의) 재무관리,2010,"Ross, Stephen A",한국맥그로힐,658.15 R826f9K박
AJ1107158,경영학전공,20130902,2010,(Ross의) 재무관리,2010,"Ross, Stephen A",한국맥그로힐,658.15 R826f9K박
AJ1107087,경영학전공,20130508,2010,(Ross의) 재무관리,2010,"Ross, Stephen A",한국맥그로힐,658.15 R826f9K박
AJ1111021,경영학전공,20140922,2012,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1104557,경영학전공,20141208,2010,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1107627,e-비즈니스학전공,20140919,2012,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1107908,경영학전공,20130917,2012,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1108026,경영학전공,20130917,2012,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1108187,경영학전공,20130913,2011,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1101627,경영학전공,20130326,2008,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1106011,경영학전공,20121130,2011,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1103358,경영학전공,20120924,2009,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1105245,금융공학전공,20120925,2011,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1101106,경영학전공,20111115,2007,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1101222,e-비즈니스학전공,20110613,2007,재무관리,2006,"Ross, Stephen A",McGraw Hill,658.15 R826f7K박
AJ1105879,e-비즈니스학전공,20141213,2011,(Ross의) 재무관리,2013,"Ross, Stephen A",맥그로힐에듀케이션코리아,658.15 R826f10K박
AJ1111034,경영학전공,20140903,2012,(Ross의) 재무관리,2013,"Ross, Stephen A",맥그로힐에듀케이션코리아,658.15 R826f10K박
AJ1105933,경영학전공,20140904,2011,(Ross의) 재무관리,2013,"Ross, Stephen A",맥그로힐에듀케이션코리아,658.15 R826f10K박
AJ1108686,금융공학전공,20140528,2013,재무관리,2012,"Brigham, Eugene F",사이텍미디어,658.15 B855f6K장
AJ1104471,금융공학전공,20140512,2010,재무관리,2012,"Brigham, Eugene F",사이텍미디어,658.15 B855f6K장
AJ1107905,경영학전공,20141007,2012,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1111037,경영학전공,20141015,2012,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1111043,경영학전공,20141015,2012,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1105786,경영학전공,20140615,2011,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1101644,경영학전공,20131121,2008,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1104979,경영학전공,20131014,2011,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1106443,경영학전공,20121130,2011,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1100106,e-비즈니스학전공,20121009,2004,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1101706,경영학전공,20120330,2008,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1101652,경영학전공,20120315,2008,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1100302,경영학전공,20110303,2006,비즈니스 프로세스 경영,2006,"Anupindi, Ravi",석정,658 A636mK김
AJ1111043,경영학전공,20141202,2012,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4
AJ1102655,경영학전공,20140613,2009,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4
AJ1102695,경영학전공,20140418,2009,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4
AJ1103807,경영학전공,20130408,2009,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4
AJ1104882,경영학전공,20141014,2010,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3
AJ1101280,경영학전공,20141218,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3
AJ1107585,경영학전공,20131202,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3
AJ1108036,경영학전공,20131218,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3
AJ1101271,경영학전공,20120529,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3
AJ1101281,경영학전공,20110801,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3
AJ1105465,경영학전공,20141013,2010,(K-IFRS) 중급 재무회계,2010,송인만,신영사,657.48 송68중2
AJ1103583,경영학전공,20110328,2009,(K-IFRS) 중급 재무회계,2010,송인만,신영사,657.48 송68중2
AJ1100230,경영학전공,20140321,2005,원가관리회계,2003,이창우,博英社,657.42076 이82원2해답집
AJ1100269,경영학전공,20131216,2006,원가관리회계,2003,이창우,博英社,657.42076 이82원2해답집
AJ1100250,경영학전공,20131125,2005,원가관리회계,2003,이창우,博英社,657.42076 이82원2해답집
AJ1102479,경영학전공,20110414,2009,원가관리회계,2003,이창우,博英社,657.42076 이82원2해답집
AJ1105785,경영학전공,20141204,2011,원가관리회계,2007,이창우,博英社,657.42076 이82원2개
AJ1101770,경영학전공,20131118,2008,원가관리회계,2007,이창우,博英社,657.42076 이82원2개
AJ1100444,경영학전공,20131015,2006,원가관리회계,2007,이창우,博英社,657.42076 이82원2개
AJ1101960,경영학전공,20110321,2008,원가관리회계,2005,삼일회계법인,경영과회계,657.42076 삼68원재
AJ1100301,경영학전공,20120316,2006,원가관리회계,2005,백태영,新英社,657.42076 백883원2
AJ1105636,경영학전공,20130910,2010,원가관리회계,2010,백태영,신영사,657.42 백883원4
AJ1108185,경영학전공,20141105,2011,IFRS 중급회계,2013,정운오,경문사,657.044 중17정4수증
AJ1100113,경영학전공,20140901,2005,IFRS 중급회계,2013,정운오,경문사,657.044 중17정4수증
AJ1104643,금융공학전공,20141007,2010,IFRS 중급회계,2013,정운오,경문사,657.044 중17정4수증
AJ1107103,경영학전공,20131227,2010,IFRS 중급회계,2013,정운오,경문사,657.044 중17정4수증
AJ1103014,e-비즈니스학전공,20130923,2009,IFRS 중급회계,2013,정운오,경문사,657.044 중17정4수증
AJ1103807,경영학전공,20130430,2009,IFRS 중급회계,2013,정운오,경문사,657.044 중17정4수증
AJ1102571,경영학전공,20130409,2009,IFRS 중급회계,2013,정운오,경문사,657.044 중17정4수증
AJ1111021,경영학전공,20141201,2012,(IFRS) 중급회계,2012,정운오,경문사,657.044 중17정4
AJ1102655,경영학전공,20140613,2009,(IFRS) 중급회계,2012,정운오,경문사,657.044 중17정4
AJ1101652,경영학전공,20140422,2008,(IFRS) 중급회계,2012,정운오,경문사,657.044 중17정4
AJ1107585,경영학전공,20131202,2012,(IFRS) 중급회계,2012,정운오,경문사,657.044 중17정4
AJ1102571,경영학전공,20130322,2009,(IFRS) 중급회계,2012,정운오,경문사,657.044 중17정4
