번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
AJ1109182,전자공학전공,20140410,2011,신호와 시스템,2009,"Roberts, Michael J",한티미디어,621.3822 R646fK고
AJ1104923,전자공학전공,20131127,2010,신호와 시스템,2009,"Roberts, Michael J",한티미디어,621.3822 R646fK고
AJ1109185,전자공학전공,20131211,2011,신호와 시스템,2009,"Roberts, Michael J",한티미디어,621.3822 R646fK고
AJ1107672,전자공학전공,20131014,2012,신호와 시스템,2009,"Roberts, Michael J",한티미디어,621.3822 R646fK고
AJ1106637,전자공학전공,20121010,2011,신호와 시스템,2009,"Roberts, Michael J",한티미디어,621.3822 R646fK고
AJ1100564,전자공학전공,20121007,2006,신호와 시스템,2009,"Roberts, Michael J",한티미디어,621.3822 R646fK고
AJ1106206,전자공학전공,20120320,2009,신호와 시스템,2009,"Roberts, Michael J",한티미디어,621.3822 R646fK고
AJ1102476,전자공학전공,20121119,2009,신호 및 시스템,2005,"Phillips, Charles L",아이티씨,621.3822 P558신
AJ1102334,전자공학전공,20111004,2008,신호 및 시스템,2005,"Phillips, Charles L",아이티씨,621.3822 P558신
AJ1106209,전자공학전공,20111013,2009,신호 및 시스템,2005,"Phillips, Charles L",아이티씨,621.3822 P558신
AJ1100910,전자공학전공,20111117,2007,신호 및 시스템,2005,"Phillips, Charles L",아이티씨,621.3822 P558신
AJ1102709,전자공학전공,20131015,2009,신호 및 시스템,1999,"Oppenheim, Alan V",한산,621.3822 O62s2K우
AJ1105074,전자공학전공,20111011,2010,신호 및 시스템,1999,"Oppenheim, Alan V",한산,621.3822 O62s2K우
AJ1103313,전자공학전공,20140310,2009,신호와 시스템,2010,"Boulet, Benoit",센게이지러닝코리아,621.3822 B763fK김
AJ1106289,전자공학전공,20140915,2011,신호와 시스템,2010,"Boulet, Benoit",센게이지러닝코리아,621.3822 B763fK김
AJ1105053,전자공학전공,20141110,2011,신호와 시스템,2010,"Boulet, Benoit",센게이지러닝코리아,621.3822 B763fK김
AJ1105201,전자공학전공,20131128,2010,신호와 시스템,2010,"Boulet, Benoit",센게이지러닝코리아,621.3822 B763fK김
AJ1102866,전자공학전공,20131118,2009,신호와 시스템,2010,"Boulet, Benoit",센게이지러닝코리아,621.3822 B763fK김
AJ1106299,전자공학전공,20121008,2011,신호와 시스템,2010,"Boulet, Benoit",센게이지러닝코리아,621.3822 B763fK김
AJ1102348,전자공학전공,20141219,2008,(Matlab과 simulink를 이용한) 통신시스템 및 디지털 통신실습,2012,최권휴,홍릉과학,621.382 최16통
AJ1102424,전자공학전공,20140507,2008,(Matlab과 simulink를 이용한) 통신시스템 및 디지털 통신실습,2012,최권휴,홍릉과학,621.382 최16통
AJ1102540,전자공학전공,20141105,2009,(Matlab과 simulink를 이용한) 통신시스템 및 디지털 통신실습,2012,최권휴,홍릉과학,621.382 최16통
AJ1102327,전자공학전공,20131112,2008,(Matlab과 simulink를 이용한) 통신시스템 및 디지털 통신실습,2012,최권휴,홍릉과학,621.382 최16통
AJ1101870,전자공학전공,20131106,2008,(Matlab과 simulink를 이용한) 통신시스템 및 디지털 통신실습,2012,최권휴,홍릉과학,621.382 최16통
AJ1105474,전자공학전공,20140502,2011,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1105077,전자공학전공,20140313,2010,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1107403,전자공학전공,20140324,2010,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1104916,전자공학전공,20141231,2010,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1101536,전자공학전공,20140303,2008,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1102425,전자공학전공,20130610,2008,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1100242,전자공학전공,20130913,2006,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1106147,전자공학전공,20130304,2009,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1106299,전자공학전공,20130311,2011,통신시스템 공학,2012,"Lathi, B. P",홍릉과학,621.382 L352m4K변
AJ1102765,전자공학전공,20140414,2009,통신시스템 공학,2004,"Blake, Roy",연세대학교 출판부,621.382 B636e2K김
AJ1105625,전자공학전공,20140527,2010,통신시스템 공학,2004,"Blake, Roy",연세대학교 출판부,621.382 B636e2K김
AJ1102336,전자공학전공,20120924,2008,통신시스템 공학,2004,"Blake, Roy",연세대학교 출판부,621.382 B636e2K김
AJ1102428,전자공학전공,20120614,2008,통신시스템 공학,2004,"Blake, Roy",연세대학교 출판부,621.382 B636e2K김
AJ1108153,전자공학전공,20141120,2013,디지털 시스템,2002,김성락,정익사,621.381958 김54디
AJ1105589,미디어학과,20130527,2010,디지털 시스템,2002,김성락,정익사,621.381958 김54디
AJ1105403,정보컴퓨터공학전공,20130526,2010,디지털 시스템,2002,김성락,정익사,621.381958 김54디
AJ1103953,전자공학전공,20110619,2008,디지털 시스템,2002,김성락,정익사,621.381958 김54디
AJ1107271,정보컴퓨터공학전공,20130615,2012,디지털 시스템,2002,Tocci,서울,621.381958 T631dK디
AJ1102731,정보컴퓨터공학전공,20140327,2009,디지털 시스템,2002,"Tocci, Ronald J",한산,621.381958 T631d8K전
AJ1102633,전자공학전공,20120516,2009,디지털 시스템,2002,"Tocci, Ronald J",한산,621.381958 T631d8K전
AJ1100102,전자공학전공,20120328,2004,디지털 시스템,2002,"Marcovitz, Alan B",인터비젼,621.381958 M321iK송
AJ1106067,전자공학전공,20141211,2011,컴퓨터 구조,1995,김은태,大林,621.38195 김67컴
AJ1101239,전자공학전공,20140528,2008,디스플레이 공학,2008,엄금용,기전연구사,621.381542 엄17디
AJ1102347,전자공학전공,20130314,2008,디스플레이 공학,2008,엄금용,기전연구사,621.381542 엄17디
AJ1101121,전자공학전공,20121017,2007,디스플레이 공학,2008,엄금용,기전연구사,621.381542 엄17디
AJ1101493,전자공학전공,20141210,2008,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1102466,전자공학전공,20140922,2009,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1106325,전자공학전공,20130403,2011,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1100286,전자공학전공,20130528,2006,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1100564,전자공학전공,20121212,2006,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1102046,전자공학전공,20121112,2008,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1100217,전자공학전공,20120926,2005,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1101581,전자공학전공,20120611,2008,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1101584,전자공학전공,20110916,2008,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1100910,전자공학전공,20110610,2007,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1100762,전자공학전공,20110304,2007,마이크로 전자회로,2005,"Sedra, Adel S",Oxford,621.38153 S449m5K정
AJ1102861,전자공학전공,20140328,2009,반도체 소자 공정기술,2006,"Quirk, Michael",淸文閣,621.38153 Q8sK최
AJ1103825,전자공학전공,20141110,2009,반도체 소자 공정기술,2006,"Quirk, Michael",淸文閣,621.38153 Q8sK최
AJ1102470,전자공학전공,20140411,2009,반도체 소자 공정기술,2006,"Quirk, Michael",淸文閣,621.38153 Q8sK최
AJ1102850,전자공학전공,20140603,2009,반도체 소자 공정기술,2006,"Quirk, Michael",淸文閣,621.38153 Q8sK최
AJ1101156,전자공학전공,20131030,2007,반도체 소자 공정기술,2006,"Quirk, Michael",淸文閣,621.38153 Q8sK최
AJ1100286,전자공학전공,20131013,2006,반도체 공정기술,2003,황호정,생능출판사,621.38152 황95반개
AJ1100196,전자공학전공,20110619,2005,반도체 공학,2001,허규성,일진사,621.38152 허16반
AJ1104407,전자공학전공,20140919,2010,반도체 공학,2006,박성희,동일,621.38152 박54반
AJ1100412,전자공학전공,20141117,2006,반도체 공학,2006,박성희,동일,621.38152 박54반
AJ1100242,전자공학전공,20131016,2006,반도체 공학,2006,박성희,동일,621.38152 박54반
AJ1101851,정보컴퓨터공학전공,20130418,2008,반도체 공학,2006,박성희,동일,621.38152 박54반
AJ1103547,전자공학전공,20120626,2009,반도체 공학,2006,박성희,동일,621.38152 박54반
AJ1106204,전자공학전공,20120404,2009,반도체 공학,2006,박성희,동일,621.38152 박54반
AJ1101887,전자공학전공,20131109,2008,반도체 이야기,2005,매일경제신문 산업부,이지북,621.38152 매68반
AJ1101536,전자공학전공,20120905,2008,반도체 이야기,2005,매일경제신문 산업부,이지북,621.38152 매68반
AJ1105241,전자공학전공,20150102,2010,반도체 공학,2013,김동명,한빛아카데미,621.38152 김25반한
AJ1103599,전자공학전공,20141017,2010,반도체 공학,2011,김동명,한빛미디어,621.38152 김25반
AJ1102201,전자공학전공,20140914,2008,반도체 공학,2011,김동명,한빛미디어,621.38152 김25반
AJ1105474,전자공학전공,20141017,2011,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1109185,전자공학전공,20140904,2011,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1103100,전자공학전공,20140929,2009,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1105379,전자공학전공,20141127,2010,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1105377,전자공학전공,20141202,2010,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1101873,전자공학전공,20131025,2008,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1107359,전자공학전공,20131111,2010,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1102476,전자공학전공,20131114,2009,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1102525,전자공학전공,20111202,2009,아날로그 CMOS 집적회로 설계,2009,"Razavi, Behzad",한빛미디어,621.38152 R278dK김
AJ1102201,전자공학전공,20140324,2008,반도체소자원리,2008,"Dimitrijev, Sima",진샘미디어,621.38152 D582pK윤4
AJ1102780,전자공학전공,20140429,2009,반도체소자원리,2008,"Dimitrijev, Sima",진샘미디어,621.38152 D582pK윤4
AJ1105142,전자공학전공,20140324,2010,반도체소자원리,2008,"Dimitrijev, Sima",진샘미디어,621.38152 D582pK윤4
AJ1107998,전자공학전공,20131112,2012,반도체소자원리,2008,"Dimitrijev, Sima",진샘미디어,621.38152 D582pK윤4
AJ1101387,전자공학전공,20130928,2007,반도체소자원리,2008,"Dimitrijev, Sima",진샘미디어,621.38152 D582pK윤4
AJ1106299,전자공학전공,20121211,2011,반도체소자원리,2008,"Dimitrijev, Sima",진샘미디어,621.38152 D582pK윤4
AJ1103547,전자공학전공,20120626,2009,반도체소자원리,2008,"Dimitrijev, Sima",진샘미디어,621.38152 D582pK윤4
AJ1100245,전자공학전공,20120501,2006,전자회로,2004,허찬욱,普文堂,621.3815 허82전
AJ1101444,전자공학전공,20111210,2008,전자회로,2004,허찬욱,普文堂,621.3815 허82전
AJ1103953,전자공학전공,20110914,2008,전자회로,2004,허찬욱,普文堂,621.3815 허82전
AJ1105625,전자공학전공,20140317,2010,PSpice 기초와 활용,2008,최평,복두,621.3815 최894p
AJ1109183,전자공학전공,20130905,2011,PSpice 기초와 활용,2008,최평,복두,621.3815 최894p
AJ1105239,전자공학전공,20130930,2010,PSpice 기초와 활용,2008,최평,복두,621.3815 최894p
AJ1102080,전자공학전공,20121002,2008,PSpice 기초와 활용,2008,최평,복두,621.3815 최894p
AJ1102899,전자공학전공,20120804,2009,PSpice 기초와 활용,2008,최평,복두,621.3815 최894p
AJ1106202,전자공학전공,20110413,2009,PSpice 기초와 활용,2008,최평,복두,621.3815 최894p
AJ1100762,전자공학전공,20110304,2007,PSpice 기초와 활용,2008,최평,복두,621.3815 최894p
AJ1102633,전자공학전공,20141124,2009,전자회로,2006,강창수,복두,621.3815 전72정
AJ1109660,전자공학전공,20130604,2013,전자회로,2006,강창수,복두,621.3815 전72정
AJ1105154,전자공학전공,20140417,2010,디지털 논리회로,2009,임석구,한빛미디어,621.3815 임54디개
AJ1107007,미디어학과,20141121,2012,디지털 논리회로,2009,임석구,한빛미디어,621.3815 임54디개
AJ1102892,전자공학전공,20140918,2009,디지털 논리회로,2009,임석구,한빛미디어,621.3815 임54디개
AJ1102525,전자공학전공,20130404,2009,디지털 논리회로,2009,임석구,한빛미디어,621.3815 임54디개
AJ1102044,전자공학전공,20130319,2008,디지털 논리회로,2009,임석구,한빛미디어,621.3815 임54디개
AJ1102449,전자공학전공,20121004,2009,디지털 논리회로,2009,임석구,한빛미디어,621.3815 임54디개
AJ1106203,전자공학전공,20110930,2009,전자회로,2006,이시우,인터비젼,621.3815 이58전
AJ1106746,정보컴퓨터공학전공,20120607,2011,디지털 논리회로,1999,김정현,대광서림,621.3815 김74디개2
AJ1105053,전자공학전공,20141020,2011,디지털 논리회로,1998,김노환,학문사,621.3815 김195디
AJ1109142,전자공학전공,20131210,2013,디지털 논리회로,1998,김노환,학문사,621.3815 김195디
AJ1104916,전자공학전공,20130924,2010,디지털 논리회로,1998,김노환,학문사,621.3815 김195디
AJ1102332,전자공학전공,20120618,2008,디지털 논리회로,1998,김노환,학문사,621.3815 김195디
AJ1106209,전자공학전공,20140630,2009,전자회로,2011,강문식,한빛미디어,621.3815 강36전
AJ1102532,전자공학전공,20120627,2009,전자회로,2011,강문식,한빛미디어,621.3815 강36전
AJ1106206,전자공학전공,20111019,2009,전자회로,2011,강문식,한빛미디어,621.3815 강36전
AJ1100207,전자공학전공,20120309,2005,전자회로,2011,강문식,한빛미디어,621.3815 강36전
AJ1104359,전자공학전공,20140403,2010,(현대) 전자회로,2008,"Floyd, Thomas L",광문각,621.3815 F645e7K장
AJ1101536,전자공학전공,20141211,2008,(현대) 전자회로,2008,"Floyd, Thomas L",광문각,621.3815 F645e7K장
AJ1105157,전자공학전공,20140924,2010,(현대) 전자회로,2008,"Floyd, Thomas L",광문각,621.3815 F645e7K장
AJ1104404,전자공학전공,20140508,2010,(현대) 전자회로,2008,"Floyd, Thomas L",광문각,621.3815 F645e7K장
AJ1101586,전자공학전공,20111219,2008,(현대) 전자회로,2008,"Floyd, Thomas L",광문각,621.3815 F645e7K장
AJ1101493,전자공학전공,20120327,2008,(현대) 전자회로,2008,"Floyd, Thomas L",광문각,621.3815 F645e7K장
AJ1104698,전자공학전공,20141111,2011,전자회로,2005,"Floyd, Thomas L",피어슨에듀케이션코리아,621.3815 F645e7K강
AJ1105239,전자공학전공,20131112,2010,전자회로,2005,"Floyd, Thomas L",피어슨에듀케이션코리아,621.3815 F645e7K강
AJ1102939,전자공학전공,20130327,2009,전자회로,2005,"Floyd, Thomas L",피어슨에듀케이션코리아,621.3815 F645e7K강
AJ1102135,전자공학전공,20111202,2008,전자회로,2005,"Floyd, Thomas L",피어슨에듀케이션코리아,621.3815 F645e7K강
AJ1101493,전자공학전공,20111217,2008,전자회로,2001,"Floyd, Thomas L",피어슨에듀케이션코리아,621.3815 F645e5K손
AJ1105077,전자공학전공,20130902,2010,전자회로,2009,"Boylestad, Robert L",홍릉과학출판사,621.3815 B792e10K김
AJ1101288,전자공학전공,20130418,2007,전자회로,2009,"Boylestad, Robert L",홍릉과학출판사,621.3815 B792e10K김
AJ1107359,전자공학전공,20121029,2010,전자회로,2009,"Boylestad, Robert L",홍릉과학출판사,621.3815 B792e10K김
AJ1102857,전자공학전공,20130312,2009,전자회로,2009,"Boylestad, Robert L",홍릉과학출판사,621.3815 B792e10K김
AJ1101536,전자공학전공,20141211,2008,전자회로,2005,"Bogart, Theodore F",아이티씨,621.3815 B674e6K변
AJ1102425,전자공학전공,20121022,2008,마이크로파 공학,1994,진년강,淸文閣,621.3813 진194마
AJ1105376,전자공학전공,20140905,2010,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1102780,전자공학전공,20141014,2009,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1102538,전자공학전공,20140318,2009,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1101413,전자공학전공,20140308,2008,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1101493,전자공학전공,20141030,2008,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1102765,전자공학전공,20140428,2009,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1102047,전자공학전공,20140326,2008,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1100368,전자공학전공,20111205,2006,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1100114,전자공학전공,20111118,2005,마이크로파 공학,2006,"Pozar, David M",범한서적,621.3813 P893m3K고
AJ1105154,전자공학전공,20131002,2010,(현대) 전자회로,2006,장학신,光文閣,621.381 전72장
AJ1103886,소프트웨어융합전공,20140616,2009,전력전자공학,2006,유지윤,생능,621.381 유78전
AJ1102449,전자공학전공,20150107,2009,전력전자공학,2011,노의철,문운당,621.381 노67전3
AJ1106209,전자공학전공,20141127,2009,전력전자공학,2011,노의철,문운당,621.381 노67전3
AJ1106148,전자공학전공,20120827,2009,전력전자공학,2011,노의철,문운당,621.381 노67전3
AJ1104784,전자공학전공,20141216,2010,전력전자공학,2002,노의철,文運堂,621.381 노678전2
AJ1104299,전자공학전공,20120704,2010,전력전자공학,2002,노의철,文運堂,621.381 노678전2
AJ1106204,전자공학전공,20120910,2009,전력전자공학,2002,노의철,文運堂,621.381 노678전2
AJ1104904,정보컴퓨터공학전공,20141007,2011,디지털 시스템,2004,"Tocci, Ronald J",피어슨에듀케이션코리아,621.381 T631d9K김
AJ1107841,정보컴퓨터공학전공,20130607,2012,디지털 시스템,2004,"Tocci, Ronald J",피어슨에듀케이션코리아,621.381 T631d9K김
AJ1102693,정보컴퓨터공학전공,20121022,2009,디지털 시스템,2004,"Tocci, Ronald J",피어슨에듀케이션코리아,621.381 T631d9K김
AJ1103310,정보컴퓨터공학전공,20121121,2009,디지털 시스템,2004,"Tocci, Ronald J",피어슨에듀케이션코리아,621.381 T631d9K김
AJ1106684,정보컴퓨터공학전공,20141202,2011,디지털 시스템,2011,"Tocci, Ronald J",피어슨에듀케이션코리아,621.381 T631d11K김
AJ1107846,정보컴퓨터공학전공,20130619,2012,디지털 시스템,2011,"Tocci, Ronald J",피어슨에듀케이션코리아,621.381 T631d11K김
AJ1109750,정보컴퓨터공학전공,20141010,2012,디지털 시스템,2007,"Tocci, Ronald J",피어슨에듀케이션,621.381 T631d10K김
AJ1105535,정보컴퓨터공학전공,20140509,2011,디지털 시스템,2007,"Tocci, Ronald J",피어슨에듀케이션,621.381 T631d10K김
AJ1107007,미디어학과,20140915,2012,디지털 시스템,2007,"Tocci, Ronald J",피어슨에듀케이션,621.381 T631d10K김
AJ1105588,미디어학과,20131203,2010,디지털 시스템,2007,"Tocci, Ronald J",피어슨에듀케이션,621.381 T631d10K김
AJ1105213,정보컴퓨터공학전공,20131202,2010,디지털 시스템,2007,"Tocci, Ronald J",피어슨에듀케이션,621.381 T631d10K김
AJ1107595,정보컴퓨터공학전공,20120607,2010,디지털 시스템,2007,"Tocci, Ronald J",피어슨에듀케이션,621.381 T631d10K김
AJ1106742,정보컴퓨터공학전공,20120312,2011,디지털 시스템,2007,"Tocci, Ronald J",피어슨에듀케이션,621.381 T631d10K김
AJ1108978,전자공학전공,20140416,2013,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1106755,전자공학전공,20140926,2011,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1107781,전자공학전공,20140515,2012,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1105074,전자공학전공,20140306,2010,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1100352,전자공학전공,20140324,2006,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1108066,전자공학전공,20140917,2013,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1105241,전자공학전공,20140904,2010,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1101826,전자공학전공,20140430,2008,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1105053,전자공학전공,20141202,2011,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1105202,전자공학전공,20140514,2010,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1105157,전자공학전공,20141029,2010,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1104793,전자공학전공,20131215,2010,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1104916,전자공학전공,20130911,2010,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1106158,전자공학전공,20130507,2011,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1102277,전자공학전공,20121018,2008,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1101408,전자공학전공,20110322,2007,전자회로,2009,"Razavi, Behzad",한티미디어,621.381 R278fK김
AJ1106294,전자공학전공,20141114,2011,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1105605,전자공학전공,20141020,2010,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1103949,전자공학전공,20140529,2009,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1102782,전자공학전공,20141007,2009,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1102201,전자공학전공,20140326,2008,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1106757,전자공학전공,20140925,2011,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1103599,전자공학전공,20131203,2010,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1105077,전자공학전공,20131106,2010,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1107976,전자공학전공,20131019,2012,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1106325,전자공학전공,20130610,2011,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1102723,전자공학전공,20130304,2009,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1102531,전자공학전공,20121012,2009,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1101823,전자공학전공,20111201,2008,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1101444,전자공학전공,20111015,2008,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1102080,전자공학전공,20111116,2008,신호와 시스템,2004,최태영,두양사,621.38043 최883신두
AJ1103899,전자공학전공,20141002,2009,신호와 시스템,2000,최태영,大英社,621.38043 최883신개
AJ1104354,전자공학전공,20131211,2010,신호와 시스템,2000,최태영,大英社,621.38043 최883신개
AJ1102901,전자공학전공,20131017,2009,신호와 시스템,2000,최태영,大英社,621.38043 최883신개
AJ1105625,전자공학전공,20131004,2010,신호와 시스템,2000,최태영,大英社,621.38043 최883신개
AJ1102043,전자공학전공,20120918,2008,신호와 시스템,2000,최태영,大英社,621.38043 최883신개
AJ1105074,전자공학전공,20111011,2010,신호와 시스템,2000,최태영,大英社,621.38043 최883신개
AJ1100984,전자공학전공,20110418,2007,신호와 시스템,2000,최태영,大英社,621.38043 최883신개
AJ1106755,전자공학전공,20140926,2011,신호와 시스템,1996,최태영,大英社,621.38043 최883신
AJ1100910,전자공학전공,20111004,2007,신호와 시스템,1996,최태영,大英社,621.38043 최883신
AJ1100744,전자공학전공,20111005,2007,신호와 시스템,1996,최태영,大英社,621.38043 최883신
AJ1100239,전자공학전공,20110405,2006,신호와 시스템,1996,최태영,大英社,621.38043 최883신
AJ1106151,전자공학전공,20140512,2009,신호 및 시스템,2001,이철희,다성,621.38 이83신
AJ1107976,전자공학전공,20131019,2012,신호 및 시스템,2001,이철희,다성,621.38 이83신
AJ1106754,전자공학전공,20130419,2011,신호 및 시스템,2001,이철희,다성,621.38 이83신
AJ1100984,전자공학전공,20110614,2007,신호 및 시스템,2001,이철희,다성,621.38 이83신
AJ1101289,전자공학전공,20110920,2007,신호 및 시스템,2001,이철희,다성,621.38 이83신
AJ1108442,전자공학전공,20141119,2013,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1108158,전자공학전공,20140613,2013,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1106206,전자공학전공,20140518,2009,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1109132,전자공학전공,20141210,2013,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1105239,전자공학전공,20130905,2010,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1101535,전자공학전공,20130321,2008,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1109179,전자공학전공,20130319,2011,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1102201,전자공학전공,20120907,2008,기초 회로이론,2011,최윤식,한빛미디어,621.3192 최66기개
AJ1101286,전자공학전공,20120317,2007,회로이론,2003,신윤기,인터비젼,621.3192 신65회
AJ1100744,전자공학전공,20110929,2007,회로이론,2004,김선일,브레인코리아,621.3192 김54회개
AJ1107354,전자공학전공,20120614,2010,회로이론,2005,김동희,인터비젼,621.3192 김25회
AJ1102538,전자공학전공,20120302,2009,회로이론,2005,김동희,인터비젼,621.3192 김25회
AJ1101585,전자공학전공,20130902,2008,회로이론,2011,"Nilsson, James William",한티미디어,621.3192 N712e9K장
AJ1104874,전자공학전공,20131030,2010,회로이론,2011,"Nilsson, James William",한티미디어,621.3192 N712e9K장
AJ1101968,전자공학전공,20131014,2008,회로이론,2011,"Nilsson, James William",한티미디어,621.3192 N712e9K장
AJ1102712,전자공학전공,20121109,2009,회로이론,2011,"Nilsson, James William",한티미디어,621.3192 N712e9K장
AJ1101870,전자공학전공,20120926,2008,회로이론,2011,"Nilsson, James William",한티미디어,621.3192 N712e9K장
AJ1104344,전자공학전공,20120818,2010,회로이론,2011,"Nilsson, James William",한티미디어,621.3192 N712e9K장
AJ1100286,전자공학전공,20120611,2006,회로이론,2011,"Nilsson, James William",한티미디어,621.3192 N712e9K장
AJ1102901,전자공학전공,20130905,2009,Electric circuits,2011,"Nilsson, James William",Pearson/Prentice Hall,621.3192 N712e9
AJ1102815,전자공학전공,20131002,2009,Electric circuits,2011,"Nilsson, James William",Pearson/Prentice Hall,621.3192 N712e9
AJ1101585,전자공학전공,20131016,2008,Electric circuits,2011,"Nilsson, James William",Pearson/Prentice Hall,621.3192 N712e9
AJ1100238,전자공학전공,20111108,2006,Electric circuits,2011,"Nilsson, James William",Pearson/Prentice Hall,621.3192 N712e9
AJ1100761,전자공학전공,20110328,2007,Electric circuits,2011,"Nilsson, James William",Pearson/Prentice Hall,621.3192 N712e9
